Id,Final_Scores
352661,"{'good': 2.0757, 'taste': 1.0633, 'like': 1.0626}"
59881,"{'flavor': 2.1066, 'sugar': 2.1047}"
245730,"{'flavor': 2.0834, 'coffee': 2.0789, 'buy': 2.0726, 'bought': 2.0632}"
41213,"{'like': 2.1124, 'licorice': 2.1039}"
111606,"{'find': 2.0747, 'caramel': 2.0728}"
565847,"{'tea': 3.1353, 'well': 2.0924}"
400765,"{'syrup': 2.1423, 'purchase': 2.0903}"
150557,"{'store': 2.0825, 'grocery': 2.0821}"
80692,"{'get': 3.1075, 'quickly': 2.073, 'butter': 2.0716}"
17624,"{'tea': 3.1405, 'pack': 2.1126, 'flavor': 1.0661, 'buy': 1.0652}"
12499,"{'use': 3.0974, 'go': 2.0746, 'milk': 2.074, 'core': 2.0715}"
498803,"{'taste': 2.1102, 'mango': 2.0971, 'receive': 2.0703, 'like': 1.0604}"
22590,"{'cheese': 3.1118, 'whole': 2.0756, 'quite': 2.0749, 'kid': 2.0599, 'taste': 1.0475, 'like': 1.0466}"
546691,"{'ordered': 2.0783, 'time': 1.0655, 'receive': 1.0636}"
132994,"{'coffee': 4.0982, 'well': 2.0518}"
372479,"{'coffee': 2.1076, 'roast': 2.1016}"
19695,"{'flavor': 3.1531, 'food': 2.0904}"
461571,{'available': 3.1165}
541783,"{'roll': 2.0854, 'really': 2.0756, 'taste': 1.0658, 'product': 1.0615}"
180588,"{'packet': 4.1167, 'fish': 4.1153, 'miso': 4.1144}"
157533,"{'money': 2.1063, 'bob': 2.0769, 'taste': 1.0697, 'product': 1.0666, 'good': 1.0637, 'mill': 1.062, 'roast': 1.0614, 'value': 1.0606}"
336825,{'sadly': 2.0925}
190632,{'save': 3.1753}
182166,"{'coffee': 2.121, 'good': 2.0834}"
225458,"{'many': 2.0929, 'would': 1.0826}"
96318,"{'love': 4.1595, 'good': 2.0956, 'milk': 2.0925}"
52175,"{'taste': 6.1997, 'butter': 6.1874, 'try': 3.1013, 'almond': 3.0933, 'peanut': 3.0922}"
314978,{'coconut': 8.2467}
526055,"{'granola': 3.1212, 'taste': 1.0623, 'good': 1.0563, 'find': 1.0553}"
471629,{'find': 3.1112}
452465,"{'chip': 3.1287, 'pita': 2.0828, 'eat': 2.0756, 'warn': 2.0642, 'like': 1.0543}"
327767,"{'taste': 2.0818, 'good': 1.0575}"
51243,"{'fat': 2.0764, 'company': 2.0762, 'website': 2.0756, 'product': 2.0672, 'great': 1.0413, 'want': 1.0411, 'cancel': 1.0402, 'well': 1.0401}"
172263,{'sauce': 2.0858}
63252,"{'sweet': 2.0767, 'bowl': 2.0672, 'doubt': 2.0604}"
193346,"{'dinosaur': 3.1238, 'favor': 2.0832}"
396090,{}
550593,"{'product': 2.1378, 'know': 2.1307, 'like': 2.0922, 'please': 1.071, 'would': 1.07, 'take': 1.0692}"
555306,"{'organic': 2.1249, 'usually': 2.0841}"
109242,"{'taste': 3.1134, 'tried': 2.0615}"
420887,"{'box': 3.1037, 'high': 2.0578, 'great': 1.0383}"
185227,"{'city': 3.1407, 'dog': 2.0952, 'work': 2.0689}"
507449,"{'bag': 3.0952, 'price': 3.0951, 'go': 2.0647, 'one': 2.0646, 'candy': 2.0641, 'kid': 2.0641}"
63830,"{'flavor': 2.068, 'rich': 2.0661, 'excellent': 2.0543, 'use': 1.0369}"
491131,{'hemp': 2.0802}
86997,"{'dog': 3.1278, 'daily': 2.1033, 'container': 1.0593, 'great': 1.0589, 'size': 1.0584}"
389317,{'back': 2.1512}
70198,"{'tea': 2.1144, 'love': 2.092, 'add': 1.0797}"
469728,"{'like': 3.1372, 'coffee': 3.0985, 'taste': 2.1015, 'cup': 2.087}"
545353,"{'taste': 4.157, 'like': 4.1531, 'flavor': 2.0799, 'apple': 2.0745, 'amazing': 2.0661}"
246120,{'like': 3.179}
507079,"{'flavor': 6.1652, 'lactose': 5.1359, 'milk': 4.1095, 'almond': 4.1086, 'list': 3.0817}"
139292,"{'coconut': 8.2203, 'taste': 4.1198, 'like': 4.1189}"
436877,"{'taste': 3.1159, 'flavor': 3.1087, 'try': 3.0976, 'sale': 2.0728}"
373338,{'product': 2.0832}
353866,"{'ship': 2.0784, 'like': 1.0703, 'try': 1.0678}"
324496,"{'coffee': 2.1903, 'love': 2.1174}"
244297,{'try': 3.1027}
43083,"{'price': 2.0764, 'caviar': 2.0753, 'best': 2.0742}"
251387,{'cup': 2.0986}
136811,{'soup': 3.1627}
346702,"{'cooky': 3.096, 'find': 2.0664, 'one': 2.0663, 'price': 2.0659, 'inch': 2.0627, 'length': 2.0551, 'product': 1.0394, 'time': 1.0354, 'good': 1.0353, 'get': 1.035}"
527460,"{'product': 2.116, 'service': 2.0896, 'cat': 2.076, 'find': 1.0599, 'classy': 1.0597}"
543966,{'drink': 7.2126}
432282,"{'chocolate': 3.0991, 'pack': 2.0885}"
298243,"{'use': 2.0734, 'price': 1.0546, 'evoo': 1.0537}"
81353,"{'one': 4.1347, 'bark': 4.1247, 'give': 3.1}"
203842,"{'cat': 3.1329, 'product': 1.0659}"
176455,"{'get': 2.1561, 'order': 2.1127}"
21202,"{'son': 2.0654, 'one': 1.0481, 'home': 1.0465}"
19922,{'use': 2.0856}
135871,"{'tea': 4.1632, 'taste': 1.0586, 'good': 1.0523}"
37375,"{'buy': 2.0988, 'try': 1.0919}"
187860,"{'formula': 9.2436, 'month': 5.1361, 'milk': 5.1348}"
409020,"{'seed': 5.1533, 'planter': 3.0936, 'grow': 3.0934, 'like': 2.0714}"
19779,"{'like': 4.158, 'baby': 3.097, 'taste': 2.0863}"
333247,{'instant': 2.1386}
247286,"{'snack': 2.1216, 'complaint': 2.0789}"
383331,"{'tasty': 2.0715, 'complaint': 1.0645, 'dent': 1.0645, 'come': 1.064, 'whatsoever': 1.0634, 'still': 1.0563, 'tomato': 1.0559, 'usable': 1.0468}"
69360,"{'coffee': 2.1511, 'delicious': 2.0896, 'like': 1.0842}"
72434,{'blow': 2.1351}
37205,"{'tea': 8.2554, 'green': 4.1272, 'like': 2.0735, 'make': 2.0679, 'cinnamon': 2.0672}"
512362,"{'honey': 3.1542, 'brand': 3.1407, 'wax': 2.1101}"
60548,"{'great': 2.1055, 'almost': 1.0971}"
348667,"{'oatmeal': 2.0829, 'love': 2.0655, 'get': 1.0449, 'great': 1.0446, 'make': 1.0445}"
80642,{'root': 2.0835}
264804,"{'far': 2.0927, 'arabic': 1.0821}"
418664,"{'love': 2.0849, 'product': 1.0743}"
111859,"{'old': 2.1176, 'cracker': 2.0824}"
36786,"{'coconut': 9.2593, 'quality': 6.1734}"
418283,"{'easy': 3.1326, 'product': 1.0657}"
71493,"{'tea': 3.1524, 'ocboter': 2.0717}"
99220,"{'go': 3.0985, 'treat': 3.0942, 'bring': 3.0878}"
411542,{'flavor': 2.0979}
502131,"{'honest': 3.1099, 'public': 2.0923, 'costco': 2.0921, 'sell': 2.092, 'complete': 1.0509}"
44154,"{'senseo': 2.0709, 'like': 1.0627, 'good': 1.0562}"
341077,"{'jerky': 2.0913, 'son': 2.0668}"
14819,"{'great': 3.1337, 'get': 2.0874, 'good': 2.0687}"
483722,"{'licorice': 3.1102, 'like': 2.0823, 'flavor': 2.0776}"
158597,"{'office': 2.0762, 'bowl': 2.0759, 'quaker': 2.0611, 'love': 1.0423, 'use': 1.0419}"
519706,"{'big': 2.1113, 'hot': 1.1073}"
304533,"{'great': 2.0805, 'taste': 1.0684}"
529474,"{'wife': 2.1112, 'tea': 1.1089}"
112244,"{'gluten': 7.2001, 'linguine': 6.1711, 'base': 5.1447, 'quinoa': 5.1426}"
375556,"{'perfect': 2.1144, 'breakfast': 2.1142}"
230939,"{'worm': 5.1892, 'great': 2.0829, 'pack': 2.0792, 'gummy': 2.0773}"
32571,"{'use': 2.1405, 'favorite': 2.0904, 'glam': 1.0793}"
41859,"{'hop': 2.0801, 'like': 1.0739}"
267577,{'quite': 3.1046}
34876,"{'chicken': 5.1689, 'base': 3.1002, 'color': 2.0712, 'comparing': 2.0705, 'instead': 2.0697, 'ingredient': 2.0696}"
426915,{'go': 2.118}
119706,"{'coffee': 2.1153, 'individual': 2.0791}"
384879,"{'noodle': 2.1466, 'instant': 2.1399, 'taste': 2.1257, 'korean': 2.0896}"
400025,"{'coffee': 9.2096, 'like': 4.1009, 'mouth': 4.0927, 'go': 3.0716, 'make': 3.0712, 'flow': 3.0681, 'ew': 3.0674}"
350532,"{'wine': 11.331, 'product': 3.1002}"
24352,{'good': 3.1996}
295469,"{'product': 2.1342, 'great': 2.0826, 'amazon': 1.0671, 'want': 1.0661, 'exact': 1.0659}"
384702,"{'coffee': 4.1442, 'milk': 3.1075, 'choffy': 2.0779}"
221094,"{'sauce': 2.0753, 'saw': 2.0597}"
362433,"{'child': 2.0801, 'good': 1.0685}"
187381,"{'tea': 3.1647, 'wife': 2.0751}"
126747,"{'good': 2.0789, 'really': 2.0781}"
169931,"{'basket': 3.1105, 'order': 2.0636, 'thing': 1.044}"
134851,"{'lot': 2.0856, 'flavor': 1.0743, 'pretty': 1.0728, 'fine': 1.0727}"
534335,"{'fiber': 3.1235, 'one': 2.0884, 'cereal': 2.0859}"
247429,"{'give': 2.1096, 'dog': 2.0735, 'really': 1.0597, 'odor': 1.058}"
246497,"{'coffee': 7.2225, 'list': 3.0963, 'chocolate': 3.0929}"
187045,"{'tea': 2.0711, 'powder': 2.067, 'skeptical': 2.0548}"
405857,"{'snack': 5.1417, 'seed': 5.1388, 'flavor': 4.116, 'pack': 4.1115, 'first': 4.1114, 'sunflower': 4.111}"
124781,"{'pepper': 4.1116, 'blend': 3.085, 'moroccan': 3.0848, 'red': 3.0839, 'taste': 2.066, 'flavor': 2.0595}"
494901,"{'find': 2.1591, 'son': 2.1277, 'hard': 1.1331, 'store': 1.1187}"
464096,"{'taste': 3.1235, 'oil': 3.1118, 'olive': 3.1096, 'low': 3.1016}"
39499,"{'tin': 4.1519, 'potter': 2.0863, 'harry': 2.0862, 'good': 1.0485}"
555497,"{'tea': 3.1707, 'lipton': 1.084, 'use': 1.0831, 'great': 1.0829}"
446553,"{'good': 3.1466, 'treat': 2.1283}"
11174,"{'great': 4.1521, 'like': 1.0544, 'chocolate': 1.0462}"
309838,"{'pizza': 5.153, 'taste': 3.1006}"
376862,"{'keep': 2.1003, 'stone': 2.0972, 'far': 2.0721, 'product': 1.0607}"
210853,"{'even': 2.1029, 'buy': 2.0729, 'like': 1.0624}"
33386,"{'love': 3.0983, 'chocolate': 2.0753}"
71253,"{'one': 2.0912, 'always': 2.0736, 'time': 1.0591}"
435350,"{'use': 2.0773, 'taste': 1.0644, 'time': 1.0606}"
201817,"{'love': 3.2098, 'cracker': 2.1132, 'wonderful': 2.0941}"
337591,"{'love': 2.1056, 'gluten': 1.0967, 'yes': 1.0965}"
339110,"{'tea': 5.1705, 'bag': 3.103, 'brew': 3.0987, 'taste': 2.0772, 'well': 2.0698, 'water': 2.0697}"
49979,"{'healthy': 2.1384, 'love': 2.0909, 'grocery': 1.0796}"
157445,"{'take': 5.156, 'product': 4.1301}"
71685,"{'use': 5.182, 'maybe': 3.1122, 'guy': 3.0963, 'good': 2.0769}"
387554,"{'pod': 4.1728, 'coffee': 3.1204, 'maker': 2.0914, 'holder': 2.0883}"
53130,"{'flavor': 2.1317, 'crystal': 2.1146, 'light': 2.0962, 'hope': 2.0807}"
322836,"{'best': 3.1002, 'taste': 2.0885, 'evoo': 2.0765}"
151180,{'come': 2.0931}
465988,"{'tea': 4.1403, 'like': 2.0891, 'try': 2.085, 'smell': 2.0806, 'taste': 1.0506}"
451301,"{'oil': 4.1327, 'butter': 3.1004, 'like': 2.0752, 'heat': 2.069, 'nutiva': 2.0682, 'melt': 2.0678, 'coconut': 2.0668}"
181306,{'christmas': 2.09}
61982,"{'grey': 2.0783, 'earl': 2.0783, 'tea': 2.078, 'stash': 2.0764}"
83739,"{'coffee': 7.2008, 'pod': 6.1707, 'cup': 5.1424, 'k': 4.1129, 'like': 2.0669, 'make': 2.0602}"
542495,"{'coffee': 4.1535, 'like': 2.0835}"
353809,"{'bag': 6.1855, 'case': 5.1598}"
146172,"{'cup': 3.1212, 'k': 3.1208, 'keep': 2.0849, 'since': 2.0643, 'try': 1.047, 'coffee': 1.0467}"
320920,"{'excellent': 2.1034, 'flavor': 1.098, 'orange': 1.0967, 'walgreens': 1.0964, 'local': 1.0961}"
274682,"{'purchase': 2.0852, 'bunny': 2.0669, 'like': 1.0561, 'time': 1.0515}"
130997,"{'pancake': 4.1211, 'cup': 3.0923, 'buckwheat': 3.0897}"
123517,"{'taste': 4.1364, 'use': 4.1212, 'change': 3.0944}"
444329,"{'order': 2.1038, 'love': 2.0862, 'best': 2.0725}"
418725,"{'tea': 3.0985, 'oz': 3.0947, 'add': 2.0658, 'sugar': 2.0654}"
223780,"{'cake': 2.1029, 'fruit': 2.1027, 'looked': 2.073, 'time': 1.0581}"
364878,"{'tea': 15.4199, 'bag': 4.1129}"
11806,"{'would': 2.0772, 'recommend': 2.0763, 'cup': 2.076, 'purchase': 2.0748}"
4386,"{'coffee': 12.3483, 'san': 5.1445, 'bay': 5.1419, 'francisco': 5.1411, 'company': 4.1151}"
97602,"{'cancer': 10.2779, 'tea': 5.1422, 'essiac': 4.1112, 'brother': 3.0844, 'patient': 3.0839, 'try': 2.0611}"
95759,{'find': 2.0918}
71992,"{'shampoo': 9.2776, 'product': 4.1309}"
540965,"{'coffee': 2.1286, 'typical': 2.0802}"
446416,{'true': 2.111}
13446,{'perfect': 2.0738}
277073,{'good': 2.0961}
62994,"{'like': 3.1191, 'fat': 2.0973}"
494568,"{'bran': 4.1256, 'like': 3.1064, 'eat': 3.0984}"
395946,{'trader': 2.0897}
512548,{'herbs': 2.0925}
146348,"{'love': 2.0887, 'gravy': 2.0836, 'food': 2.0829, 'two': 2.0645}"
343606,"{'fill': 2.0902, 'bar': 2.088}"
156302,"{'cocoa': 3.1048, 'try': 2.0745, 'find': 2.0715, 'snack': 2.0703, 'cereal': 2.0698, 'granola': 2.0696}"
457147,"{'live': 2.0804, 'gluten': 1.066, 'shop': 1.0658, 'free': 1.0655, 'stop': 1.065}"
409721,"{'crust': 3.1178, 'ever': 2.0788, 'b': 2.0766}"
235852,"{'coffee': 2.1498, 'hard': 2.0944}"
345372,"{'obviously': 2.0657, 'coffee': 1.048}"
179085,"{'love': 2.0883, 'cup': 2.0865, 'quick': 2.0658, 'order': 1.048, 'well': 1.0477, 'item': 1.0472}"
148168,"{'like': 2.0743, 'delicious': 1.0542, 'tasty': 1.054, 'generally': 1.0527, 'lightly': 1.0527}"
520743,{'gf': 2.1421}
326393,"{'buy': 2.0962, 'thought': 2.0792, 'like': 1.0736}"
364964,"{'kid': 2.0854, 'time': 1.0747, 'never': 1.0737}"
554875,"{'swordfish': 4.1286, 'use': 2.0726}"
523999,"{'wonderful': 5.1526, 'butter': 3.0947, 'peanut': 3.0943}"
404583,"{'really': 3.1166, 'blend': 2.0892, 'machine': 2.0784, 'taste': 1.0578}"
566632,"{'kid': 2.0681, 'like': 1.0575, 'good': 1.0519, 'make': 1.0511, 'milk': 1.0503, 'find': 1.0502}"
29862,"{'open': 2.1124, 'real': 2.0755}"
484584,"{'one': 2.1039, 'purchase': 2.0996, 'every': 2.0956, 'month': 2.0802, 'use': 2.0725, 'product': 1.0593}"
544921,"{'noodle': 6.1629, 'fry': 3.0809}"
327162,"{'order': 3.0939, 'product': 1.0505}"
537094,"{'soup': 6.1717, 'bread': 2.0591, 'healthy': 2.0591, 'vegetable': 2.0589, 'calorie': 2.0587, 'calories': 2.0586}"
178839,"{'pasta': 10.2602, 'like': 4.1109}"
562957,"{'tea': 2.1235, 'wonderful': 2.0788, 'taste': 1.0714}"
75486,"{'make': 3.1083, 'taste': 2.08, 'powder': 2.0722}"
542918,"{'smell': 5.2351, 'like': 1.0674}"
157079,"{'taste': 2.0825, 'use': 2.0753, 'get': 2.0742, 'brew': 2.0733, 'finally': 2.0587}"
390134,"{'gravy': 2.0734, 'really': 1.0593, 'good': 1.0588}"
15570,"{'dog': 6.1804, 'treat': 5.15, 'get': 3.0923, 'go': 3.0912, 'meat': 3.0902, 'real': 3.0899, 'buy': 3.0851}"
166244,"{'mustard': 4.1998, 'great': 1.0672}"
226621,"{'beef': 7.1977, 'teaspoon': 6.1679, 'stock': 5.1434, 'base': 5.1413, 'bouillon': 5.1398, 'dry': 4.1117}"
127967,"{'like': 2.1202, 'would': 2.108}"
36229,"{'like': 2.1149, 'child': 2.0744}"
12788,"{'salt': 2.0809, 'anchovy': 2.0793, 'refrigerate': 2.0792}"
272147,{'bag': 2.0828}
353977,"{'year': 2.1132, 'like': 2.0858}"
324097,"{'flavor': 4.1443, 'sweet': 3.1024, 'cappuccino': 2.071, 'cookie': 2.0708, 'chocolate': 2.0702, 'lover': 2.0669}"
464068,"{'starbucks': 4.1224, 'find': 3.1021}"
227270,"{'buy': 3.1198, 'box': 2.0783, 'would': 1.0548, 'dog': 1.0539, 'enjoy': 1.0537, 'kind': 1.0537}"
528950,"{'since': 2.0929, 'product': 1.0878}"
19736,"{'stuff': 2.0854, 'new': 2.0852, 'son': 2.0846, 'sure': 2.0826}"
518907,"{'much': 2.0793, 'taste': 1.073, 'try': 1.0678, 'one': 1.0642, 'love': 1.064}"
253519,"{'dog': 4.1808, 'get': 2.0908, 'treat': 2.0889}"
199986,"{'cereal': 6.1741, 'see': 4.12, 'love': 3.0928, 'get': 3.0924, 'flax': 3.0888, 'food': 2.0626, 'brand': 2.0618}"
109256,"{'cup': 3.1178, 'coffee': 3.1072, 'blend': 2.0834}"
408822,{'carton': 3.2052}
552201,"{'tea': 4.1568, 'available': 2.0809}"
182533,"{'granola': 4.132, 'great': 4.1271}"
215884,"{'like': 2.0996, 'pepper': 2.0858, 'collection': 2.0756, 'primarily': 2.0665, 'good': 1.0502, 'season': 1.0484, 'also': 1.0481}"
102176,{'banana': 2.0995}
484124,"{'winter': 2.1213, 'like': 1.1294, 'way': 1.1216}"
290594,"{'great': 2.0744, 'much': 1.0564}"
187052,"{'great': 2.1055, 'order': 1.0976}"
543943,{'like': 3.1076}
31869,"{'product': 2.1039, 'find': 1.0904}"
257707,"{'travel': 2.0905, 'chip': 2.0895, 'find': 2.0888, 'blue': 2.0875}"
319086,"{'potato': 6.1813, 'chip': 5.1581, 'bake': 3.0983, 'taste': 2.0751, 'son': 2.0677, 'look': 2.0674}"
130843,"{'add': 2.1209, 'low': 2.1103, 'kid': 2.0767}"
101426,"{'juice': 5.1419, 'bottle': 4.1157, 'use': 4.1122, 'two': 3.0874}"
222731,"{'seem': 3.0905, 'antler': 3.0865, 'like': 2.0701}"
306267,"{'buy': 2.1048, 'retail': 1.0965, 'catch': 1.0965}"
514316,"{'far': 2.0737, 'use': 1.0578, 'flake': 1.057}"
395283,"{'price': 2.0713, 'cherry': 2.0701, 'chocolate': 2.0698, 'well': 2.0597}"
13679,"{'dog': 5.1494, 'one': 3.0898}"
2956,"{'absolutely': 2.0974, 'try': 1.093}"
137181,"{'lab': 2.0972, 'use': 1.0894}"
560894,"{'get': 2.1038, 'price': 2.0733}"
69351,"{'roast': 8.2139, 'cup': 7.1881, 'coffee': 6.1625, 'first': 5.1359, 'veranda': 5.1338, 'good': 4.1108}"
170749,{'time': 2.1052}
348761,{'cup': 2.1373}
427966,"{'buy': 2.0988, 'use': 1.0894}"
311243,"{'get': 3.1565, 'pretzel': 1.0733, 'well': 1.073}"
208842,{'tea': 3.137}
167115,{'gum': 4.1637}
156526,"{'aloha': 2.1093, 'maid': 2.1045}"
497600,{'buy': 4.1382}
168959,"{'take': 2.1039, 'long': 1.0968}"
233071,"{'good': 2.0888, 'buy': 1.0741, 'flavor': 1.0736, 'week': 1.0731, 'small': 1.0721, 'within': 1.0717}"
124134,"{'product': 2.1191, 'tea': 2.0774, 'like': 1.0661}"
66858,"{'eat': 2.1384, 'day': 2.1308, 'god': 2.0875, 'carrot': 1.0762, 'buy': 1.0748, 'cake': 1.0747}"
552152,"{'add': 2.0892, 'milk': 2.0887, 'good': 2.0794}"
421131,"{'matcha': 4.1088, 'add': 3.0795, 'amazon': 2.0572, 'jar': 2.0567}"
245370,"{'buy': 2.0868, 'love': 1.074, 'wife': 1.0728, 'stick': 1.0727}"
525831,"{'flavor': 3.1112, 'notice': 3.1036}"
59040,"{'flavor': 2.1075, 'purchase': 2.0729, 'coffee': 1.0566}"
534656,"{'pasta': 2.0703, 'tomato': 2.0699}"
36344,"{'make': 2.0905, 'use': 2.068}"
350974,"{'gum': 3.1784, 'love': 2.0805}"
273492,"{'tea': 2.1184, 'pouch': 2.079}"
127912,{'first': 2.0905}
288021,"{'like': 5.1477, 'shampoo': 5.1412, 'hair': 4.1131, 'scalp': 4.113, 'wash': 3.085}"
56202,"{'great': 3.1332, 'low': 2.1058}"
38938,"{'added': 2.0629, 'good': 1.0509}"
28293,"{'pretty': 2.1155, 'perfect': 2.1106}"
66461,"{'medicinal': 2.0951, 'first': 2.0698}"
353233,"{'popcorn': 4.1253, 'pop': 4.1235}"
467560,"{'buy': 4.2405, 'back': 1.0864, 'large': 1.0846}"
521539,"{'quinoa': 2.0762, 'great': 1.063, 'buy': 1.0615, 'case': 1.0612, 'love': 1.0611, 'bit': 1.0607, 'thing': 1.0604}"
110288,"{'pouch': 4.1141, 'treat': 4.1121, 'could': 4.1097, 'pack': 3.0862, 'price': 3.086}"
65665,"{'year': 2.0999, 'health': 2.0705, 'product': 1.0571}"
165704,"{'season': 3.1513, 'father': 3.1212, 'best': 1.0543}"
52202,"{'item': 3.1333, 'order': 3.11}"
426940,"{'purchase': 3.1375, 'good': 2.1101, 'taste': 1.0707}"
286783,"{'chicken': 3.1025, 'jerk': 3.0995}"
346412,"{'mix': 5.1936, 'try': 4.1375, 'go': 2.0801, 'free': 2.0775, 'gluten': 2.0771}"
122281,"{'snack': 2.1071, 'whole': 2.0725, 'taste': 1.0637, 'good': 1.0575}"
475764,"{'mutti': 2.1226, 'concentrate': 2.1136, 'double': 2.1131, 'paste': 2.1119}"
340762,"{'taste': 2.1206, 'like': 1.1159, 'favorites': 1.1069, 'kid': 1.1061}"
326267,"{'dress': 2.0729, 'take': 2.0707, 'chance': 2.07}"
283353,"{'spread': 4.147, 'blueberry': 2.0788, 'really': 2.0648, 'taste': 1.0498}"
53102,"{'love': 2.0824, 'would': 1.0665, 'wish': 1.0659}"
400395,{'love': 2.0806}
465483,"{'bar': 5.178, 'salt': 3.1045, 'taste': 2.0817, 'like': 2.0806, 'think': 2.071, 'peanut': 2.0705}"
10877,"{'almond': 3.1166, 'find': 1.0518, 'ounce': 1.0515}"
479894,"{'tea': 7.2122, 'bergamot': 4.1194, 'organic': 3.0914}"
443541,"{'delicious': 2.1031, 'way': 2.0999, 'fabulous': 2.0715}"
197464,"{'chew': 3.1359, 'part': 2.1306}"
544137,"{'bag': 3.1086, 'popcorn': 3.105}"
173681,"{'tea': 2.1678, 'like': 2.1061, 'wake': 1.0885, 'body': 1.0882}"
81728,"{'per': 2.1236, 'pack': 2.098}"
259941,"{'licorice': 3.1868, 'black': 3.1803}"
244315,"{'coffee': 4.1516, 'taste': 2.0846, 'buy': 2.0608}"
185981,"{'good': 3.1346, 'use': 1.0845, 'price': 1.0829}"
460274,"{'bag': 4.1617, 'oz': 3.1205, 'price': 2.0856}"
99933,"{'ramyun': 5.1473, 'soup': 5.1448, 'noodle': 5.1408, 'add': 4.1166}"
27364,"{'enjoy': 2.1169, 'delicious': 2.0773}"
310923,"{'tea': 3.12, 'water': 2.0817, 'wonderful': 2.0615}"
121167,{'buy': 3.1146}
514656,"{'product': 2.0857, 'best': 2.0628, 'taste': 1.0498, 'like': 1.0497}"
397251,"{'chili': 22.4231, 'fat': 9.172, 'salt': 9.172, 'eat': 8.1544}"
156448,{'issue': 3.0958}
88375,"{'dog': 2.0808, 'good': 1.0685, 'food': 1.0673}"
281649,"{'hair': 4.1174, 'product': 3.095, 'get': 3.0914, 'go': 3.091, 'good': 2.0634, 'use': 2.0613, 'day': 2.0607, 'take': 2.0606, 'call': 2.0603}"
229541,"{'chip': 5.166, 'chocolate': 5.1652, 'white': 3.0969, 'taste': 2.0802, 'find': 2.072, 'bake': 2.0708}"
55679,"{'cereal': 3.113, 'milk': 2.0772, 'tasty': 2.0736, 'try': 2.0713}"
499710,"{'product': 2.1382, 'quality': 2.1277, 'service': 2.1012}"
326894,{'love': 3.1153}
178897,"{'exactly': 2.0927, 'product': 1.0872}"
239587,"{'price': 4.1748, 'subscription': 2.0994}"
272690,"{'love': 2.0876, 'make': 1.0748, 'substitute': 1.0726}"
375317,"{'enough': 2.0693, 'read': 2.0639, 'taste': 1.0528, 'like': 1.052}"
15053,"{'seed': 2.105, 'buy': 2.0741}"
407274,"{'try': 2.0793, 'one': 1.0598}"
8071,{'something': 2.0767}
284313,{'baby': 2.0666}
14490,"{'work': 3.1267, 'taste': 1.0717, 'tea': 1.0621}"
289455,"{'soda': 2.084, 'much': 2.0644}"
343993,"{'take': 2.103, 'treat': 2.0719, 'good': 1.0556, 'time': 1.0548}"
149362,"{'flour': 4.1652, 'hesitate': 2.0641}"
95106,"{'blueberry': 3.1292, 'dried': 2.0974, 'purchase': 2.0729, 'product': 1.0624}"
22421,"{'taste': 2.0967, 'like': 2.0888, 'love': 2.0661, 'well': 1.0458}"
54246,"{'get': 2.0997, 'capsule': 2.082, 'use': 2.0733, 'like': 1.06, 'really': 1.0542, 'machine': 1.054}"
496643,"{'gum': 3.1115, 'minute': 2.0924}"
39469,"{'issue': 4.127, 'coffee': 4.1208, 'really': 3.0972}"
91157,"{'gum': 3.1365, 'refresh': 2.0932, 'environment': 2.0901}"
564818,"{'place': 2.1034, 'receive': 1.0967}"
393926,"{'ship': 2.1002, 'tea': 2.0992, 'love': 2.0717, 'find': 1.0555}"
478689,"{'healthy': 2.1452, 'snack': 2.1115, 'keen': 2.0963}"
266684,"{'popcorn': 2.1052, 'great': 2.0749}"
18400,"{'salt': 4.1325, 'use': 2.0692, 'fresh': 2.0676, 'cook': 2.0669, 'love': 2.0584}"
412692,"{'like': 2.086, 'cereal': 2.0772, 'usually': 2.0607, 'good': 1.0428, 'amazon': 1.0404}"
218314,"{'box': 3.1054, 'cereal': 3.1035, 'white': 2.0699, 'amazon': 2.0697, 'inside': 2.0697}"
236732,"{'coffee': 6.2162, 'find': 3.0951, 'stick': 2.0719}"
66979,"{'sweetener': 3.1214, 'flavor': 2.0831, 'wow': 2.0615, 'good': 1.0442, 'make': 1.0433, 'great': 1.0431, 'bit': 1.042, 'chocolate': 1.0419, 'brand': 1.0417, 'tasty': 1.0414}"
369985,"{'product': 3.1552, 'bread': 3.1477, 'try': 2.0753}"
235458,"{'shell': 2.1086, 'love': 2.0763}"
120487,{'sweet': 2.0886}
542228,"{'second': 2.0853, 'product': 1.0783, 'taste': 1.0765}"
139184,"{'sort': 2.0748, 'love': 1.0594, 'back': 1.0592}"
148986,"{'get': 5.1391, 'blend': 4.113, 'brezza': 4.1106, 'blade': 3.0857, 'puree': 3.0854}"
282755,"{'coffee': 2.1052, 'great': 2.0874}"
57877,"{'thaw': 2.087, 'happy': 2.0657, 'use': 1.0468}"
284283,"{'product': 2.0813, 'ok': 2.0647, 'taste': 1.0542, 'use': 1.047}"
434832,"{'eat': 2.1042, 'taste': 1.1048, 'want': 1.0981, 'salad': 1.0965, 'dress': 1.0954}"
55879,"{'find': 2.0846, 'flavor': 1.0702}"
330487,"{'date': 3.1151, 'expiration': 3.115}"
20371,"{'food': 4.1483, 'tuna': 3.108, 'great': 3.0978}"
63456,"{'rich': 4.1246, 'coffee': 3.0969, 'like': 3.0943, 'drink': 3.0938}"
