Id,Similar_Nouns
72217,"[('spinach', 0.40470262939382706)]"
89739,"[('eater', 0.5609087883834228), ('food', 1.0), ('chicken', 0.471460544905692), ('flavor', 0.4170213068048639), ('eat', 0.436267431730103)]"
556388,"[('taste', 0.44171644906200236)]"
155870,"[('tofu', 0.42998315750168686), ('bread', 0.5305724757722691), ('eat', 0.436267431730103), ('snack', 0.5345618016662753), ('meal', 0.5870303326567043)]"
34769,"[('burger', 0.4319428867481376)]"
160493,"[('flavor', 0.4170213068048639), ('chocolate', 0.4372298686781058)]"
32218,"[('eat', 0.436267431730103)]"
259455,[]
278989,"[('coffee', 0.5149293216837122), ('chocolate', 0.4372298686781058), ('coffee', 0.5149293216837122), ('eat', 0.436267431730103), ('coffee', 0.5149293216837122), ('coffee', 0.5149293216837122), ('coffee', 0.5149293216837122), ('coffee', 0.5149293216837122), ('coffee', 0.5149293216837122), ('coffee', 0.5149293216837122), ('chocolate', 0.4372298686781058), ('taste', 0.44171644906200236), ('chocolate', 0.4372298686781058), ('milk', 0.5008447678701654), ('chocolate', 0.4372298686781058), ('chocolate', 0.4372298686781058), ('coffee', 0.5149293216837122)]"
284291,"[('taste', 0.44171644906200236), ('applesauce', 0.42639399358242275), ('taste', 0.44171644906200236), ('spinach', 0.40470262939382706), ('sugar', 0.4343532561056769), ('recycle', 0.4237656282680526), ('eat', 0.436267431730103), ('eat', 0.436267431730103), ('food', 1.0), ('meal', 0.5870303326567043), ('dessert', 0.45647155656052174), ('packaging', 0.4989211717768639)]"
171302,"[('nacho', 0.4319428867481376), ('chili', 0.46130546145835344)]"
108452,"[('chili', 0.46130546145835344), ('flavor', 0.4170213068048639), ('chili', 0.46130546145835344), ('chili', 0.46130546145835344)]"
529162,"[('fruity', 0.4203459338782107), ('flavor', 0.4170213068048639)]"
231251,"[('ingredient', 0.4985767690850275), ('meal', 0.5870303326567043)]"
82410,[]
70560,"[('taste', 0.44171644906200236), ('ingredient', 0.4985767690850275), ('nutrition', 0.5576449134858804), ('eat', 0.436267431730103), ('eat', 0.436267431730103), ('eat', 0.436267431730103)]"
157993,"[('cereal', 0.5373505749073971), ('breakfast', 0.5167373461515301), ('yoghurt', 0.46615437499021933), ('ingredient', 0.4985767690850275), ('snack', 0.5345618016662753)]"
545092,[]
282463,"[('flavor', 0.4170213068048639), ('taste', 0.44171644906200236)]"
518956,"[('tasting', 0.5185897814014395)]"
313069,"[('chicken', 0.471460544905692), ('animal', 0.44579579587779306)]"
302753,"[('pasta', 0.47385021044293485), ('pasta', 0.47385021044293485), ('taste', 0.44171644906200236)]"
145643,"[('fruity', 0.4203459338782107), ('taste', 0.44171644906200236), ('flavor', 0.4170213068048639), ('aftertaste', 0.44171644906200236), ('honey', 0.41577682287953666)]"
210807,"[('salty', 0.4085016823614135), ('raw', 0.40232831264472985), ('nori', 0.43145416577123996)]"
253651,"[('currant', 0.4680879840658469), ('flavor', 0.4170213068048639), ('currant', 0.4680879840658469), ('flavor', 0.4170213068048639)]"
536235,[]
29304,[]
226680,[]
60295,"[('milk', 0.5008447678701654), ('nonfat', 0.46615437499021933), ('milk', 0.5008447678701654), ('taste', 0.44171644906200236), ('milk', 0.5008447678701654), ('yogurt', 0.46615437499021933), ('cereal', 0.5373505749073971), ('coffee', 0.5149293216837122), ('milk', 0.5008447678701654)]"
334732,"[('chutney', 0.40112142662439426)]"
227060,"[('digestion', 0.43307666813783247)]"
63391,"[('coffee', 0.5149293216837122), ('drink', 0.5052557168775925), ('coffee', 0.5149293216837122), ('flavor', 0.4170213068048639), ('coffee', 0.5149293216837122), ('aftertaste', 0.44171644906200236), ('coffee', 0.5149293216837122), ('drink', 0.5052557168775925)]"
54720,"[('chocolate', 0.4372298686781058), ('flavor', 0.4170213068048639)]"
152163,"[('ingredient', 0.4985767690850275), ('protein', 0.41133759745673865)]"
204439,"[('wine', 0.46952504895524755)]"
519836,"[('chocolate', 0.4372298686781058)]"
162225,"[('grocery', 0.5580467641635928)]"
403023,"[('aftertaste', 0.44171644906200236), ('chocolate', 0.4372298686781058), ('flavor', 0.4170213068048639), ('gluten', 0.45687250262567375), ('chocolate', 0.4372298686781058)]"
121356,[]
13909,"[('flavor', 0.4170213068048639), ('taste', 0.44171644906200236), ('chicken', 0.471460544905692), ('chicken', 0.471460544905692), ('eat', 0.436267431730103), ('chicken', 0.471460544905692), ('chicken', 0.471460544905692), ('flavor', 0.4170213068048639), ('chicken', 0.471460544905692), ('flavor', 0.4170213068048639), ('beef', 0.4531297604587793), ('walgreens', 0.41942674693622145), ('eat', 0.436267431730103)]"
440366,"[('liquor', 0.43383011101893854), ('cheese', 0.41129490117464185), ('taste', 0.44171644906200236), ('salty', 0.4085016823614135), ('consumption', 0.47664542266809745), ('salty', 0.4085016823614135)]"
553064,"[('flavor', 0.4170213068048639), ('consumption', 0.47664542266809745)]"
60643,[]
291596,"[('taste', 0.44171644906200236), ('taste', 0.44171644906200236)]"
492006,"[('snack', 0.5345618016662753)]"
478534,[]
337808,[]
477680,"[('food', 1.0), ('food', 1.0)]"
414620,[]
420285,[]
535104,[]
491380,[]
134580,[]
115545,"[('food', 1.0), ('feed', 0.4447960733032097), ('food', 1.0), ('wellness', 0.41383796857987093), ('eat', 0.436267431730103), ('feed', 0.4447960733032097), ('food', 1.0), ('grocery', 0.5580467641635928), ('wellness', 0.41383796857987093)]"
440713,"[('flavor', 0.4170213068048639)]"
88290,"[('flavor', 0.4170213068048639), ('burger', 0.4319428867481376), ('chicken', 0.471460544905692), ('beef', 0.4531297604587793), ('sausage', 0.41268477439701684), ('sausage', 0.41268477439701684), ('patty', 0.43480637258634464)]"
561968,"[('joes', 0.43145416577123996), ('drinking', 0.5216742755304747), ('flavor', 0.4170213068048639), ('taste', 0.44171644906200236)]"
125224,"[('hearty', 0.5739990305090508), ('soup', 0.46200803866372436), ('hearty', 0.5739990305090508), ('soup', 0.46200803866372436), ('soup', 0.46200803866372436), ('hearty', 0.5739990305090508), ('soup', 0.46200803866372436), ('flavor', 0.4170213068048639), ('taste', 0.44171644906200236), ('hearty', 0.5739990305090508), ('soup', 0.46200803866372436), ('cheese', 0.41129490117464185), ('mince', 0.41268477439701684), ('hearty', 0.5739990305090508), ('soup', 0.46200803866372436), ('grocery', 0.5580467641635928), ('hearty', 0.5739990305090508), ('soup', 0.46200803866372436), ('hearty', 0.5739990305090508), ('soup', 0.46200803866372436)]"
26579,[]
287410,[]
510017,"[('pasta', 0.47385021044293485), ('pasta', 0.47385021044293485)]"
385728,[]
93424,"[('taste', 0.44171644906200236), ('coffee', 0.5149293216837122), ('coffee', 0.5149293216837122)]"
295808,"[('shrimp', 0.40706298152136683), ('water', 0.43853471357412066), ('corn', 0.4219047297000621), ('snack', 0.5345618016662753)]"
415233,[]
479409,[]
97872,[]
528196,"[('fresh', 0.47669645106863906)]"
393298,"[('flavor', 0.4170213068048639), ('grocery', 0.5580467641635928), ('croissant', 0.4511579317757192), ('breakfast', 0.5167373461515301), ('taste', 0.44171644906200236), ('figs', 0.4680879840658469), ('taste', 0.44171644906200236), ('breakfast', 0.5167373461515301), ('fruit', 0.49901902789989183), ('fruit', 0.49901902789989183), ('corn', 0.4219047297000621), ('grocery', 0.5580467641635928)]"
176437,"[('flavor', 0.4170213068048639), ('bread', 0.5305724757722691), ('bread', 0.5305724757722691)]"
83924,[]
200916,"[('eat', 0.436267431730103)]"
424406,"[('grain', 0.4782220650935332), ('grain', 0.4782220650935332), ('tapioca', 0.502908458255061), ('grain', 0.4782220650935332), ('flavor', 0.4170213068048639), ('flavor', 0.4170213068048639), ('digestion', 0.43307666813783247)]"
405145,"[('flavor', 0.4170213068048639), ('chili', 0.46130546145835344), ('flavor', 0.4170213068048639)]"
292732,"[('ingredient', 0.4985767690850275)]"
340557,"[('taste', 0.44171644906200236), ('eat', 0.436267431730103), ('grain', 0.4782220650935332), ('food', 1.0)]"
283257,"[('dish', 0.43078554450547313)]"
381781,"[('taste', 0.44171644906200236)]"
355107,"[('grocery', 0.5580467641635928)]"
34050,"[('snack', 0.5345618016662753), ('chocolate', 0.4372298686781058), ('snack', 0.5345618016662753), ('chocolate', 0.4372298686781058), ('yogurt', 0.46615437499021933)]"
179583,"[('gluten', 0.45687250262567375), ('household', 0.4334275782322245), ('food', 1.0)]"
200666,[]
182601,"[('granola', 0.46615437499021933), ('eat', 0.436267431730103), ('bread', 0.5305724757722691), ('pizza', 0.46639817930773697), ('granola', 0.46615437499021933), ('cereal', 0.5373505749073971), ('fruit', 0.49901902789989183), ('gluten', 0.45687250262567375), ('gluten', 0.45687250262567375), ('rye', 0.43992532926219513), ('barley', 0.43992532926219513), ('gluten', 0.45687250262567375), ('gluten', 0.45687250262567375), ('granola', 0.46615437499021933)]"
157276,[]
491584,[]
151111,"[('eat', 0.436267431730103)]"
262454,"[('flavor', 0.4170213068048639), ('food', 1.0), ('food', 1.0)]"
15740,"[('consumption', 0.47664542266809745)]"
229004,"[('dish', 0.43078554450547313)]"
342782,"[('packaging', 0.4989211717768639), ('flavor', 0.4170213068048639), ('desserts', 0.49643427374504906)]"
40843,"[('drinking', 0.5216742755304747), ('taste', 0.44171644906200236)]"
7690,"[('taste', 0.44171644906200236), ('milk', 0.5008447678701654), ('milk', 0.5008447678701654), ('flavor', 0.4170213068048639), ('milk', 0.5008447678701654), ('taste', 0.44171644906200236), ('taste', 0.44171644906200236), ('taste', 0.44171644906200236), ('milk', 0.5008447678701654)]"
247681,"[('croissant', 0.4511579317757192), ('flavor', 0.4170213068048639)]"
233063,"[('taste', 0.44171644906200236), ('pizza', 0.46639817930773697), ('soup', 0.46200803866372436), ('hamburger', 0.4319428867481376)]"
164494,[]
342715,"[('goodness', 0.40731084907232445)]"
44451,[]
243238,"[('eat', 0.436267431730103), ('food', 1.0), ('eat', 0.436267431730103), ('food', 1.0), ('salmon', 0.41278973843217426), ('food', 1.0), ('eat', 0.436267431730103)]"
359216,"[('chocolate', 0.4372298686781058), ('flavor', 0.4170213068048639), ('food', 1.0)]"
210051,"[('tasty', 0.4626621565316741), ('rice', 0.502908458255061), ('rice', 0.502908458255061), ('rice', 0.502908458255061), ('rice', 0.502908458255061), ('rice', 0.502908458255061)]"
408125,"[('rye', 0.43992532926219513), ('bread', 0.5305724757722691), ('yeast', 0.4135191758273359)]"
168899,"[('supplement', 0.4139385121322003), ('water', 0.43853471357412066), ('water', 0.43853471357412066), ('taste', 0.44171644906200236), ('yogurt', 0.46615437499021933), ('taste', 0.44171644906200236), ('taste', 0.44171644906200236)]"
83338,"[('coffee', 0.5149293216837122), ('flavor', 0.4170213068048639)]"
321783,"[('flavor', 0.4170213068048639), ('cheddar', 0.41129490117464185), ('salty', 0.4085016823614135), ('eat', 0.436267431730103)]"
457785,"[('coffee', 0.5149293216837122), ('drink', 0.5052557168775925), ('coffee', 0.5149293216837122), ('coffee', 0.5149293216837122)]"
228894,[]
259407,"[('flavor', 0.4170213068048639)]"
326558,"[('coffee', 0.5149293216837122)]"
438342,"[('food', 1.0), ('feed', 0.4447960733032097)]"
404303,"[('chocolate', 0.4372298686781058), ('chocolate', 0.4372298686781058), ('chocolate', 0.4372298686781058), ('cheesecake', 0.45647155656052174), ('pesticide', 0.44024967915974683)]"
511497,"[('chicken', 0.471460544905692), ('flavor', 0.4170213068048639), ('noodle', 0.42998315750168686), ('taste', 0.44171644906200236)]"
105884,"[('dish', 0.43078554450547313)]"
297456,[]
28218,"[('taste', 0.44171644906200236)]"
501072,"[('taste', 0.44171644906200236)]"
62126,"[('flavor', 0.4170213068048639), ('drinker', 0.5052557168775925), ('flavor', 0.4170213068048639), ('darjeeling', 0.4684692911248606)]"
370327,"[('flavor', 0.4170213068048639), ('meat', 0.6200302489571704), ('taste', 0.44171644906200236), ('meat', 0.6200302489571704), ('taste', 0.44171644906200236)]"
82589,"[('flavor', 0.4170213068048639), ('fruit', 0.49901902789989183), ('watermelon', 0.5110850610929822), ('flavor', 0.4170213068048639), ('taste', 0.44171644906200236), ('flavor', 0.4170213068048639), ('flavor', 0.4170213068048639)]"
486323,[]
387809,"[('meat', 0.6200302489571704), ('grocery', 0.5580467641635928), ('meat', 0.6200302489571704), ('meat', 0.6200302489571704), ('meat', 0.6200302489571704), ('meat', 0.6200302489571704)]"
543747,"[('water', 0.43853471357412066), ('drink', 0.5052557168775925), ('water', 0.43853471357412066), ('drink', 0.5052557168775925), ('flavor', 0.4170213068048639), ('water', 0.43853471357412066), ('coffee', 0.5149293216837122)]"
434600,"[('coconut', 0.4120167342395654), ('coffee', 0.5149293216837122)]"
90996,"[('sugar', 0.4343532561056769), ('healthier', 0.5005468000610661)]"
566463,"[('eat', 0.436267431730103), ('macaroni', 0.47385021044293485), ('wheat', 0.43992532926219513), ('cheese', 0.41129490117464185), ('veggie', 0.4988461285784848), ('food', 1.0), ('taste', 0.44171644906200236), ('pasta', 0.47385021044293485), ('cheese', 0.41129490117464185), ('milk', 0.5008447678701654)]"
415065,"[('flavor', 0.4170213068048639), ('eat', 0.436267431730103), ('flavor', 0.4170213068048639), ('flavor', 0.4170213068048639)]"
41558,[]
528543,"[('food', 1.0), ('sugar', 0.4343532561056769), ('ingredient', 0.4985767690850275), ('corn', 0.4219047297000621), ('sugar', 0.4343532561056769), ('flavor', 0.4170213068048639), ('coconut', 0.4120167342395654), ('nutrition', 0.5576449134858804), ('carbohydrate', 0.5176609821257074), ('protein', 0.41133759745673865), ('gluten', 0.45687250262567375), ('diet', 0.4633614050995177), ('protein', 0.41133759745673865), ('wheat', 0.43992532926219513), ('barley', 0.43992532926219513), ('milk', 0.5008447678701654)]"
36402,"[('noodle', 0.42998315750168686)]"
272569,[]
422579,[]
282893,"[('taste', 0.44171644906200236), ('flavor', 0.4170213068048639)]"
265514,"[('chocolate', 0.4372298686781058)]"
333660,"[('taste', 0.44171644906200236), ('taste', 0.44171644906200236), ('salty', 0.4085016823614135), ('milk', 0.5008447678701654), ('taste', 0.44171644906200236)]"
102162,"[('delivery', 0.4237622013034228)]"
69393,"[('tasting', 0.5185897814014395), ('flavor', 0.4170213068048639), ('convenient', 0.40386208119335143)]"
13391,"[('everyday', 0.4114629865908356), ('eat', 0.436267431730103), ('food', 1.0)]"
301752,"[('flax', 0.43992532926219513), ('diet', 0.4633614050995177), ('convenience', 0.47771072027918754), ('flax', 0.43992532926219513), ('cereal', 0.5373505749073971), ('oatmeal', 0.46615437499021933), ('nutrition', 0.5576449134858804)]"
554195,"[('water', 0.43853471357412066), ('water', 0.43853471357412066), ('water', 0.43853471357412066)]"
94591,"[('beverage', 0.6060569715231393)]"
328746,"[('sugar', 0.4343532561056769)]"
39858,"[('drink', 0.5052557168775925), ('corn', 0.4219047297000621)]"
120870,[]
451707,[]
169069,"[('taste', 0.44171644906200236), ('snack', 0.5345618016662753)]"
246437,"[('coffee', 0.5149293216837122), ('taste', 0.44171644906200236), ('taste', 0.44171644906200236), ('chocolate', 0.4372298686781058), ('coffee', 0.5149293216837122), ('chocolate', 0.4372298686781058), ('flavor', 0.4170213068048639), ('flavoring', 0.4079402836142445)]"
58857,"[('eat', 0.436267431730103), ('eat', 0.436267431730103), ('meat', 0.6200302489571704), ('yam', 0.502908458255061)]"
513767,"[('chicken', 0.471460544905692), ('soup', 0.46200803866372436), ('chicken', 0.471460544905692), ('meal', 0.5870303326567043), ('soup', 0.46200803866372436), ('soup', 0.46200803866372436)]"
296527,[]
222957,"[('coconut', 0.4120167342395654), ('water', 0.43853471357412066), ('food', 1.0), ('taste', 0.44171644906200236), ('coconut', 0.4120167342395654)]"
67357,"[('grocery', 0.5580467641635928), ('taste', 0.44171644906200236)]"
134047,"[('bread', 0.5305724757722691)]"
345380,"[('coffee', 0.5149293216837122), ('taste', 0.44171644906200236), ('taste', 0.44171644906200236), ('coffee', 0.5149293216837122), ('coffee', 0.5149293216837122)]"
210055,"[('snack', 0.5345618016662753)]"
333122,[]
404786,"[('petco', 0.4170213068048639), ('food', 1.0), ('food', 1.0)]"
309197,"[('chocolate', 0.4372298686781058), ('flavor', 0.4170213068048639)]"
54157,"[('taste', 0.44171644906200236), ('chocolate', 0.4372298686781058), ('eat', 0.436267431730103)]"
320686,"[('cheddar', 0.41129490117464185), ('taste', 0.44171644906200236), ('water', 0.43853471357412066), ('taste', 0.44171644906200236), ('cheddar', 0.41129490117464185), ('macaroni', 0.47385021044293485), ('cheddar', 0.41129490117464185)]"
427714,[]
122921,"[('ingredient', 0.4985767690850275), ('corn', 0.4219047297000621), ('taste', 0.44171644906200236)]"
561564,[]
252966,[]
32746,"[('taste', 0.44171644906200236), ('granola', 0.46615437499021933), ('yogurt', 0.46615437499021933), ('snack', 0.5345618016662753)]"
215780,"[('drink', 0.5052557168775925), ('coconut', 0.4120167342395654)]"
211413,"[('water', 0.43853471357412066), ('water', 0.43853471357412066)]"
392743,"[('coffee', 0.5149293216837122), ('flavor', 0.4170213068048639), ('flavor', 0.4170213068048639), ('coffee', 0.5149293216837122)]"
417172,"[('flavor', 0.4170213068048639), ('water', 0.43853471357412066), ('milk', 0.5008447678701654), ('fruit', 0.49901902789989183), ('veggie', 0.4988461285784848), ('diet', 0.4633614050995177)]"
140272,[]
54895,"[('tomato', 0.401778853271251), ('taste', 0.44171644906200236)]"
362964,"[('cheeseball', 0.41129490117464185)]"
390442,"[('oatmeal', 0.46615437499021933), ('flax', 0.43992532926219513)]"
75578,[]
166440,"[('recipes', 0.4692384177430543), ('bread', 0.5305724757722691), ('bread', 0.5305724757722691), ('oatmeal', 0.46615437499021933), ('breakfast', 0.5167373461515301), ('flavorful', 0.4170213068048639)]"
27709,[]
509339,"[('foodie', 0.4728277470961251), ('tasty', 0.4626621565316741)]"
101605,"[('food', 1.0), ('food', 1.0), ('food', 1.0), ('feed', 0.4447960733032097), ('food', 1.0)]"
218825,"[('wholesaler', 0.42337296117069617)]"
52924,"[('sugar', 0.4343532561056769), ('flavor', 0.4170213068048639)]"
472313,"[('chocolate', 0.4372298686781058), ('food', 1.0)]"
398405,"[('bread', 0.5305724757722691), ('grain', 0.4782220650935332), ('breadmaker', 0.5305724757722691), ('breakfast', 0.5167373461515301), ('bread', 0.5305724757722691), ('fruit', 0.49901902789989183)]"
304826,[]
89380,"[('cereal', 0.5373505749073971), ('milk', 0.5008447678701654), ('milk', 0.5008447678701654), ('cereal', 0.5373505749073971), ('tasty', 0.4626621565316741)]"
273297,"[('protein', 0.41133759745673865)]"
91232,"[('chocolate', 0.4372298686781058), ('eat', 0.436267431730103), ('fruity', 0.4203459338782107), ('taste', 0.44171644906200236), ('taste', 0.44171644906200236)]"
135618,"[('drink', 0.5052557168775925)]"
236667,"[('flavor', 0.4170213068048639), ('coffee', 0.5149293216837122)]"
49087,"[('taste', 0.44171644906200236), ('sugar', 0.4343532561056769)]"
259672,"[('flavor', 0.4170213068048639), ('sugar', 0.4343532561056769), ('milk', 0.5008447678701654)]"
185713,"[('coffee', 0.5149293216837122)]"
173747,"[('coffee', 0.5149293216837122), ('taste', 0.44171644906200236), ('coffee', 0.5149293216837122), ('taste', 0.44171644906200236), ('taste', 0.44171644906200236), ('sugar', 0.4343532561056769)]"
71643,"[('flavor', 0.4170213068048639)]"
402705,"[('taste', 0.44171644906200236), ('grocer', 0.5580467641635928), ('snack', 0.5345618016662753), ('kefir', 0.46615437499021933), ('wheat', 0.43992532926219513), ('sugar', 0.4343532561056769), ('gluten', 0.45687250262567375), ('beverage', 0.6060569715231393), ('drink', 0.5052557168775925), ('animal', 0.44579579587779306), ('food', 1.0), ('medicine', 0.40572436089182895), ('drinker', 0.5052557168775925), ('sugar', 0.4343532561056769), ('animal', 0.44579579587779306), ('fruit', 0.49901902789989183), ('fruit', 0.49901902789989183), ('protein', 0.41133759745673865), ('food', 1.0), ('food', 1.0), ('food', 1.0), ('sugar', 0.4343532561056769), ('sugar', 0.4343532561056769), ('sugar', 0.4343532561056769), ('food', 1.0), ('food', 1.0), ('food', 1.0), ('fruit', 0.49901902789989183), ('vegetable', 0.6331363471037088), ('medicine', 0.40572436089182895), ('nutrition', 0.5576449134858804), ('consumption', 0.47664542266809745), ('consumption', 0.47664542266809745), ('protein', 0.41133759745673865)]"
262483,"[('drinker', 0.5052557168775925)]"
37998,[]
475767,"[('tomato', 0.401778853271251), ('convenient', 0.40386208119335143)]"
41745,"[('beef', 0.4531297604587793), ('flavor', 0.4170213068048639)]"
503926,"[('snack', 0.5345618016662753)]"
470261,"[('water', 0.43853471357412066), ('water', 0.43853471357412066), ('taste', 0.44171644906200236), ('salty', 0.4085016823614135)]"
139531,"[('drink', 0.5052557168775925), ('taste', 0.44171644906200236), ('milk', 0.5008447678701654), ('drinking', 0.5216742755304747), ('drink', 0.5052557168775925), ('flavor', 0.4170213068048639), ('milk', 0.5008447678701654), ('flavor', 0.4170213068048639), ('fruit', 0.49901902789989183), ('drink', 0.5052557168775925), ('milk', 0.5008447678701654)]"
236486,"[('taco', 0.4319428867481376), ('seasoning', 0.41754625322111305), ('taco', 0.4319428867481376), ('taco', 0.4319428867481376), ('chili', 0.46130546145835344), ('flavoring', 0.4079402836142445), ('taco', 0.4319428867481376)]"
563073,"[('flavor', 0.4170213068048639), ('snack', 0.5345618016662753)]"
241635,"[('organic', 0.5114575255251773), ('cereal', 0.5373505749073971), ('snack', 0.5345618016662753)]"
311870,[]
133188,"[('flavor', 0.4170213068048639), ('flavor', 0.4170213068048639), ('coffee', 0.5149293216837122), ('taste', 0.44171644906200236), ('coffee', 0.5149293216837122)]"
505301,"[('taste', 0.44171644906200236)]"
277112,"[('taste', 0.44171644906200236)]"
553091,"[('coffee', 0.5149293216837122), ('coffee', 0.5149293216837122)]"
238839,[]
473888,"[('chocolate', 0.4372298686781058), ('coconut', 0.4120167342395654), ('coconut', 0.4120167342395654)]"
2736,"[('corn', 0.4219047297000621), ('snack', 0.5345618016662753)]"
295877,[]
513545,"[('breakfast', 0.5167373461515301), ('snack', 0.5345618016662753)]"
434507,"[('flavor', 0.4170213068048639)]"
542345,"[('coconut', 0.4120167342395654), ('coconut', 0.4120167342395654), ('ingredient', 0.4985767690850275)]"
75485,"[('grocery', 0.5580467641635928)]"
139039,"[('pasta', 0.47385021044293485), ('rice', 0.502908458255061)]"
270270,"[('coffee', 0.5149293216837122), ('coffee', 0.5149293216837122), ('flavor', 0.4170213068048639), ('flavor', 0.4170213068048639), ('flavor', 0.4170213068048639), ('delivery', 0.4237622013034228), ('flavor', 0.4170213068048639), ('delivery', 0.4237622013034228), ('delivery', 0.4237622013034228), ('flavor', 0.4170213068048639), ('chocolate', 0.4372298686781058), ('sugar', 0.4343532561056769)]"
186520,"[('food', 1.0), ('water', 0.43853471357412066), ('bread', 0.5305724757722691), ('bread', 0.5305724757722691), ('water', 0.43853471357412066), ('milk', 0.5008447678701654)]"
5160,"[('eat', 0.436267431730103), ('packaging', 0.4989211717768639), ('delicious', 0.5739990305090508)]"
36890,[]
162585,"[('flavor', 0.4170213068048639), ('eat', 0.436267431730103), ('ingredient', 0.4985767690850275), ('meat', 0.6200302489571704), ('veggies', 0.4988461285784848), ('grain', 0.4782220650935332), ('fruit', 0.49901902789989183), ('veggie', 0.4988461285784848), ('food', 1.0)]"
313893,"[('taco', 0.4319428867481376), ('flavor', 0.4170213068048639), ('taco', 0.4319428867481376), ('taste', 0.44171644906200236), ('flavor', 0.4170213068048639), ('jalapeno', 0.46130546145835344)]"
182037,"[('medicinals', 0.4401561712006951), ('drinking', 0.5216742755304747), ('taste', 0.44171644906200236), ('allergy', 0.4065883923674866)]"
156120,"[('freezer', 0.42792339091126147), ('taste', 0.44171644906200236), ('yogurt', 0.46615437499021933)]"
160260,"[('chili', 0.46130546145835344), ('water', 0.43853471357412066), ('taste', 0.44171644906200236), ('chili', 0.46130546145835344), ('taste', 0.44171644906200236), ('taste', 0.44171644906200236), ('chili', 0.46130546145835344), ('supermarket', 0.5611237098551336), ('salsa', 0.4455103095258692), ('flavor', 0.4170213068048639), ('taste', 0.44171644906200236)]"
229523,"[('taste', 0.44171644906200236), ('food', 1.0), ('whey', 0.46615437499021933)]"
54022,"[('cheddar', 0.41129490117464185), ('flavor', 0.4170213068048639)]"
477470,"[('coffee', 0.5149293216837122), ('flavor', 0.4170213068048639), ('coffee', 0.5149293216837122), ('sugar', 0.4343532561056769), ('coffee', 0.5149293216837122), ('taste', 0.44171644906200236), ('coffee', 0.5149293216837122)]"
207701,"[('food', 1.0), ('veggie', 0.4988461285784848), ('veggie', 0.4988461285784848), ('meat', 0.6200302489571704), ('eat', 0.436267431730103)]"
11643,"[('ghee', 0.4120167342395654), ('ghee', 0.4120167342395654), ('vegan', 0.46302145658113236), ('ghee', 0.4120167342395654), ('meat', 0.6200302489571704)]"
185550,"[('eat', 0.436267431730103), ('flavor', 0.4170213068048639), ('snack', 0.5345618016662753)]"
152068,"[('everyday', 0.4114629865908356)]"
199365,"[('meat', 0.6200302489571704), ('eat', 0.436267431730103)]"
184191,"[('water', 0.43853471357412066), ('milk', 0.5008447678701654), ('ordering', 0.4122939398461222)]"
535162,"[('eat', 0.436267431730103), ('chocolaty', 0.4372298686781058)]"
323558,"[('snack', 0.5345618016662753), ('taste', 0.44171644906200236), ('fishy', 0.4999586212964648), ('eat', 0.436267431730103)]"
48957,"[('pasta', 0.47385021044293485), ('homemade', 0.4867001544228036)]"
384133,"[('taste', 0.44171644906200236), ('sugar', 0.4343532561056769), ('sugar', 0.4343532561056769)]"
112709,"[('boneless', 0.471460544905692), ('fish', 0.4999586212964648), ('eat', 0.436267431730103)]"
302203,[]
169533,"[('taste', 0.44171644906200236), ('flavor', 0.4170213068048639), ('fruit', 0.49901902789989183), ('drink', 0.5052557168775925)]"
326902,"[('taste', 0.44171644906200236), ('drinking', 0.5216742755304747)]"
381826,"[('muesli', 0.46615437499021933), ('cereal', 0.5373505749073971)]"
528455,"[('bread', 0.5305724757722691), ('macaroni', 0.47385021044293485), ('bread', 0.5305724757722691), ('flavor', 0.4170213068048639), ('food', 1.0)]"
54301,[]
151350,"[('organic', 0.5114575255251773)]"
269975,"[('snack', 0.5345618016662753), ('sugar', 0.4343532561056769), ('eat', 0.436267431730103)]"
100447,"[('corn', 0.4219047297000621)]"
211124,"[('soup', 0.46200803866372436), ('grocery', 0.5580467641635928), ('soup', 0.46200803866372436), ('soup', 0.46200803866372436), ('flavor', 0.4170213068048639), ('soup', 0.46200803866372436), ('flavor', 0.4170213068048639)]"
481084,"[('soup', 0.46200803866372436), ('water', 0.43853471357412066), ('rice', 0.502908458255061), ('meat', 0.6200302489571704), ('veggie', 0.4988461285784848), ('water', 0.43853471357412066)]"
230934,"[('flavor', 0.4170213068048639)]"
97707,"[('food', 1.0), ('food', 1.0), ('eat', 0.436267431730103), ('food', 1.0)]"
35159,"[('cereal', 0.5373505749073971), ('sugar', 0.4343532561056769), ('protein', 0.41133759745673865)]"
548574,[]
552092,[]
551301,"[('milk', 0.5008447678701654), ('chocolate', 0.4372298686781058), ('taste', 0.44171644906200236)]"
46632,"[('flavor', 0.4170213068048639), ('beef', 0.4531297604587793)]"
232919,"[('food', 1.0)]"
380820,"[('flavor', 0.4170213068048639), ('supermarket', 0.5611237098551336), ('flavor', 0.4170213068048639), ('breakfast', 0.5167373461515301), ('coffee', 0.5149293216837122), ('breakfast', 0.5167373461515301)]"
437971,"[('tasting', 0.5185897814014395), ('pasta', 0.47385021044293485)]"
394428,"[('flavor', 0.4170213068048639), ('taste', 0.44171644906200236), ('taste', 0.44171644906200236), ('flavor', 0.4170213068048639), ('flavor', 0.4170213068048639)]"
214626,"[('taste', 0.44171644906200236)]"
